"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"6174092","06705",23,0,3,"02",139320
"6174300","06703",21,0,2,"02",37140
"6174457","06705",24,0,6,"02",40800
"6174790","06705",26,0,2,"08",26700
"6174932","06705",24,0,2,"02",18200
"6175140","06703",20,0,0,"01",0
"6175204","06703",21,0,1,"07",13000
"6175697","06701",26,0,2,"05",102990
"6175803","06705",22,0,4,"02",176100
"6175936","06703",0,1,1,"  ",0
"6176008","06704",21,0,3,"02",66050
"6176231","06705",24,0,4,"02",88770
"6176341","06705",21,0,1,"02",39200
"6176460","06701",22,0,4,"02",50000
"6176588","06705",24,0,1,"03",31500
"6176806","06701",23,0,2,"02",58480
"6176935","06703",21,0,4,"07",62810
"6177019","06703",19,0,4,"09",8600
"6177050","06705",21,0,1,"01",16800
"6177796","06704",21,0,3,"02",110000
"6178005","06704",21,0,4,"03",45300
"6178140","06701",17,0,0,"07",0
"6178353","06704",14,0,3,"02",109670
"6178695","06702",16,0,2,"02",82490
"6178753","06702",21,0,4,"02",61000
"6179006","06705",19,0,5,"08",1e+05
"6179025","06702",16,0,1,"02",18500
"6179897","06701",0,2,1,"  ",0
"6179974","06701",21,0,1,"02",2400
"6180078","06701",0,2,1,"  ",0
"6180105","06701",0,2,1,"  ",0
"6180237","06702",18,0,2,"10",0
"6180867","06703",19,0,5,"02",64000
"6181031","06701",15,0,1,"02",202700
"6181345","06701",21,0,2,"02",25800
"6181749","06703",13,0,2,"05",7020
"6182087","06704",19,0,1,"02",23200
"6182208","06701",19,0,1,"04",14800
"6182894","06703",16,0,4,"02",112000
"6183013","06705",18,0,1,"08",46600
"6183766","06705",27,0,4,"01",23600
"6184076","06703",21,0,3,"05",45014
"6184166","06705",7,0,2,"02",112000
"6184203","06703",21,0,2,"02",83900
"6184515","06702",19,0,3,"02",84100
"6184634","06703",21,0,2,"08",23000
"6184794","06701",0,2,1,"  ",0
"6185149","06703",19,0,1,"02",50100
"6185241","06702",15,0,4,"02",30000
"6185472","06705",21,0,4,"02",60000
"6185751","06701",21,0,1,"09",7500
"6185949","06705",0,2,1,"  ",0
"6186158","06704",16,0,5,"02",325000
"6186240","06702",26,0,2,"09",13400
"6186946","06701",21,0,2,"07",73000
"6187070","06703",24,0,1,"01",21790
"6187125","06701",16,0,2,"02",201800
"6187249","06705",29,0,1,"01",15000
"6187334","06704",18,0,1,"02",36000
"6187392","06705",20,0,0,"04",0
"6187402","06705",24,0,2,"09",36000
"6187409","06703",16,0,1,"02",41100
"6187521","06704",11,0,0,"09",0
"6187803","06701",21,0,1,"07",28000
"6187955","06704",21,0,1,"06",35450
"6188429","06701",18,0,1,"02",31800
"6188539","06704",37,0,6,"02",80900
"6188754","06702",42,0,3,"01",23400
"6188960","06701",16,0,1,"07",40000
"6189220","06702",16,0,3,"02",91260
"6189296","06704",24,0,2,"02",255100
"6189397","06705",24,0,5,"02",93000
"6189400","06701",15,0,2,"02",144000
"6189658","06705",21,0,2,"04",32000
"6189826","06703",23,0,2,"02",37700
"6189986","06704",18,0,5,"02",175720
"6190070","06701",0,2,1,"  ",0
"6190164","06704",13,0,3,"09",43200
"6190241","06704",21,0,4,"02",50660
"6190281","06704",29,0,2,"05",7000
"6190468","06702",6,0,4,"02",67100
"6190793","06705",24,0,3,"02",325000
"6190810","06704",29,0,3,"05",76000
"6190921","06704",16,0,1,"09",19000
"6191167","06701",0,2,1,"  ",0
"6191234","06704",24,0,2,"02",193250
"6191349","06705",24,0,6,"07",1900
"6191392","06702",26,0,1,"01",10200
"6191425","06704",25,0,2,"02",22570
"6191619","06704",21,0,2,"02",70000
"6191762","06702",19,0,2,"07",71000
"6192201","06701",29,0,3,"06",18400
"6192290","06704",24,0,3,"07",21000
"6192386","06702",37,0,5,"02",34000
"6192439","06701",27,0,5,"04",31000
"6192608","06704",11,0,3,"09",94000
"6192632","06704",21,0,2,"02",121020
"6192738","06705",13,0,4,"02",57900
"6193076","06704",21,0,2,"05",110000
"6193132","06704",21,0,2,"02",515330
"6193216","06704",27,0,3,"02",330000
"6193275","06701",21,0,2,"06",15600
"6193298","06704",21,0,1,"07",28800
"6193530","06703",21,0,1,"05",12100
"6193658","06704",21,0,4,"02",63000
"6193737","06701",39,0,1,"08",0
"6193874","06703",18,0,4,"02",105130
"6194029","06701",18,0,1,"08",44500
"6194734","06702",40,0,5,"02",58280
"6194959","06705",21,0,5,"03",1e+05
"6194992","06701",13,0,2,"06",67210
"6194996","06705",0,2,1,"  ",0
"6195351","06703",21,0,3,"02",115600
"6195473","06703",19,0,2,"02",161100
"6195625","06702",22,0,4,"06",25000
"6195650","06704",0,2,1,"  ",0
"6195668","06703",21,0,3,"02",109800
"6195700","06701",16,0,2,"06",31000
"6195723","06703",18,0,3,"07",29900
"6195745","06701",27,0,3,"02",42774
"6195795","06701",24,0,3,"05",17100
"6195839","06702",22,0,2,"02",91400
"6195860","06705",24,0,2,"03",40400
"6196003","06701",19,0,2,"02",37400
"6196019","06704",18,0,3,"02",135000
"6196204","06704",24,0,1,"06",7600
"6197019","06701",24,0,3,"05",34540
"6197307","06702",13,0,1,"09",8300
"6197517","06705",22,0,1,"09",20910
"6197561","06703",21,0,1,"07",8540
"6197569","06701",16,0,1,"05",11300
"6197894","06705",0,1,1,"  ",0
"6197974","06703",18,0,0,"02",0
"6198072","06704",21,0,2,"06",51400
"6198221","06703",29,0,4,"02",61800
"6198629","06705",21,0,2,"06",64000
"6198705","06701",23,0,2,"08",42700
"6198753","06705",16,0,3,"02",175800
"6198864","06701",21,0,2,"02",24000
"6198907","06704",23,0,1,"09",61000
"6199476","06703",19,0,2,"01",13700
"6200288","06702",13,0,4,"02",161050
"6200307","06702",18,0,6,"08",34600
"6200413","06701",16,0,3,"02",26000
"6200696","06705",21,0,10,"02",90300
"6201020","06701",0,2,1,"  ",0
"6201461","06703",10,0,6,"02",61900
"6201559","06704",21,0,4,"02",145000
"6201572","06703",31,0,3,"02",43950
"6201743","06702",21,0,1,"09",8000
"6201895","06702",0,2,1,"  ",0
"6202036","06705",17,0,0,"07",0
"6202206","06701",16,0,5,"06",5600
"6202417","06704",22,0,1,"09",37700
"6202885","06701",23,0,1,"07",16000
"6202997","06703",18,0,5,"02",138000
"6203138","06705",22,0,2,"05",67300
"6203257","06705",18,0,7,"02",49200
"6203447","06704",26,0,2,"02",145000
"6203540","06701",23,0,1,"05",50500
"6203934","06705",26,0,1,"02",74000
"6204174","06701",27,0,2,"03",154060
"6204623","06701",23,0,1,"02",10000
"6204741","06703",26,0,3,"02",69370
"6204766","06705",11,0,0,"02",0
"6204937","06704",22,0,2,"05",56500
"6205012","06704",9,0,0,"02",0
"6205148","06701",22,0,1,"08",27000
"6205256","06702",13,0,3,"03",65500
"6205650","06704",21,0,2,"02",89420
"6205694","06702",26,0,3,"05",9600
"6205833","06701",0,2,1,"  ",0
"6206144","06703",16,0,2,"07",1200
"6206205","06705",10,0,5,"03",40500
"6206459","06702",0,2,1,"  ",0
"6207241","06704",15,0,1,"02",58000
"6207448","06701",24,0,2,"07",97200
"6207552","06701",9,0,0,"09",0
"6207884","06701",16,0,1,"06",35000
"6208437","06702",29,0,3,"02",43000
"6208445","06701",18,0,1,"06",11000
"6208462","06703",24,0,1,"02",15200
"6208521","06705",0,2,1,"  ",0
"6208584","06701",19,0,1,"08",80500
"6208878","06702",18,0,2,"02",49400
"6209938","06703",23,0,2,"02",22300
"6210094","06705",0,1,1,"  ",0
"6210178","06705",19,0,4,"07",19600
"6210594","06703",24,0,2,"09",24000
"6210711","06703",24,0,5,"03",28000
"6210722","06704",18,0,2,"02",21200
"6210730","06701",16,0,1,"02",12230
"6210985","06705",34,0,5,"02",121800
"6211424","06702",26,0,1,"02",0
"6211650","06704",13,0,2,"02",139100
"6211824","06704",19,0,2,"02",28680
"6211860","06704",21,0,4,"02",284700
"6212126","06702",14,0,2,"02",45000
"6212417","06704",18,0,1,"02",40000
"6212528","06701",19,0,2,"08",18000
"6212582","06705",21,0,1,"03",43500
"6212849","06704",16,0,2,"03",302100
"6213090","06701",16,0,1,"06",68150
"6213154","06705",15,0,1,"04",15260
"6213189","06705",0,2,1,"  ",0
"6213397","06705",19,0,2,"02",80890
"6213431","06701",24,0,1,"02",26000
"6213562","06704",18,0,1,"03",80000
"6213677","06703",21,0,7,"01",34300
"6213745","06701",27,0,4,"02",18800
"6213798","06705",21,0,6,"02",66400
"6213849","06704",29,0,2,"04",15000
"6213863","06703",21,0,3,"02",69300
"6213916","06701",0,2,1,"  ",0
"6214183","06705",16,0,2,"02",35000
"6214197","06703",16,0,4,"02",38000
"6214460","06704",35,0,2,"08",80000
"6214624","06704",24,0,1,"09",42200
"6214919","06701",0,2,1,"  ",0
"6215124","06705",0,2,1,"  ",0
"6215481","06702",16,0,1,"02",6100
"6215763","06704",0,2,1,"  ",0
"6215790","06705",26,0,1,"07",35000
"6215995","06705",40,0,4,"02",86600
"6216363","06704",21,0,2,"02",85500
"6216419","06702",24,0,5,"02",360
"6216470","06705",32,0,1,"02",177000
"6216505","06701",24,0,1,"09",66200
"6216606","06701",13,0,3,"05",23200
"6216914","06703",23,0,6,"02",118500
"6216954","06704",18,0,3,"02",130780
"6217099","06702",18,0,2,"06",2400
"6217110","06705",24,0,3,"07",20000
"6217455","06704",13,0,2,"02",42800
"6217571","06704",37,0,7,"02",50100
"6218317","06705",0,2,1,"  ",0
"6218577","06703",16,0,2,"03",57000
"6218894","06704",16,0,3,"02",55010
"6219159","06704",24,0,2,"09",70000
"6219406","06702",18,0,2,"02",175500
"6219619","06705",13,0,2,"05",30000
"6219748","06701",24,0,1,"06",51100
"6219756","06701",0,1,1,"  ",0
"6219761","06702",9,0,0,"08",0
"6219936","06703",27,0,5,"02",70000
"6220011","06701",0,2,1,"  ",0
"6220383","06702",19,0,6,"02",48100
"6220445","06703",15,0,3,"02",100300
"6220457","06701",15,0,2,"02",60000
"6220979","06705",21,0,2,"01",37700
"6221242","06703",11,0,6,"02",113000
"6221431","06701",16,0,5,"07",36000
"6221709","06704",21,0,4,"02",1e+05
"6221735","06704",21,0,1,"08",27000
"6221769","06702",13,0,4,"02",31800
"6221773","06702",0,2,1,"  ",0
"6221918","06702",21,0,2,"02",22870
"6221994","06704",31,0,2,"03",77900
"6222006","06705",24,0,4,"02",165000
"6222071","06701",24,0,4,"05",14700
"6222074","06705",21,0,2,"02",56000
"6222149","06701",0,2,1,"  ",0
"6222153","06703",19,0,4,"02",124500
"6222223","06701",0,2,1,"  ",0
"6222589","06702",21,0,3,"02",120900
"6222810","06704",18,0,3,"02",56340
"6223284","06701",0,1,1,"  ",0
"6223359","06701",18,0,1,"07",35000
"6223597","06705",18,0,1,"09",10900
"6223681","06705",13,0,4,"02",32000
"6223683","06704",16,0,1,"02",24400
"6223743","06701",0,2,1,"  ",0
"6223987","06705",24,0,4,"09",25700
"6224647","06702",15,0,1,"09",10600
"6224650","06704",23,0,3,"05",24450
"6224684","06701",0,2,1,"  ",0
"6224690","06704",27,0,4,"02",54100
"6224994","06703",18,0,2,"01",13500
"6225295","06702",19,0,5,"02",76040
"6225427","06703",16,0,4,"05",19000
"6225930","06704",26,0,1,"06",90000
"6226377","06702",18,0,5,"03",19020
"6226406","06702",19,0,3,"03",9000
"6226513","06701",21,0,1,"06",36800
"6226564","06705",16,0,5,"09",38000
"6226988","06705",0,2,1,"  ",0
"6227094","06702",10,0,6,"02",73200
"6227138","06705",18,0,1,"09",33100
"6227153","06703",19,0,3,"07",89000
"6227246","06704",24,0,2,"02",75304
"6227478","06704",40,0,5,"02",86500
"6227737","06701",18,0,5,"02",141400
"6227814","06702",0,2,1,"  ",0
"6227986","06705",26,0,1,"09",13600
"6228103","06702",21,0,6,"07",47400
"6228105","06705",19,0,6,"02",60000
"6228126","06702",13,0,3,"02",121500
"6228665","06705",18,0,2,"05",65200
"6228777","06703",11,0,5,"02",26000
"6228843","06705",0,1,1,"  ",0
"6228888","06703",15,0,4,"02",32100
"6229102","06704",0,1,1,"  ",0
"6229192","06704",22,0,1,"09",8400
"6229340","06701",21,0,1,"06",38600
"6229509","06702",21,0,5,"02",43796
"6229544","06705",26,0,2,"02",109360
"6229831","06701",0,1,1,"  ",0
"6229837","06705",24,0,5,"02",17000
"6229946","06705",26,0,2,"02",45600
"6230126","06701",13,0,4,"02",107800
"6230496","06702",26,0,3,"01",17600
"6230581","06704",24,0,2,"05",137000
"6230659","06703",15,0,1,"02",8000
"6230958","06701",0,2,1,"  ",0
"6231873","06703",19,0,2,"09",65600
"6231880","06704",15,0,1,"02",32100
"6231935","06701",16,0,7,"02",29000
"6232161","06705",21,0,1,"06",20000
"6232289","06704",27,0,2,"08",34400
"6232506","06701",15,0,1,"09",35000
"6232888","06705",21,0,2,"02",64780
"6233304","06701",0,2,1,"  ",0
"6233356","06705",15,0,2,"02",167000
"6233778","06701",16,0,2,"02",148000
"6233828","06704",22,0,1,"06",15000
"6233831","06704",16,0,1,"06",29700
"6234416","06704",24,0,1,"03",60000
"6234526","06701",9,0,0,"08",0
"6234581","06701",21,0,5,"07",33960
"6234871","06705",27,0,3,"09",25220
"6234898","06705",21,0,4,"02",77700
"6235648","06704",13,0,5,"02",36300
"6235888","06704",19,0,3,"02",110200
"6236066","06701",21,0,5,"03",14000
"6236873","06704",21,0,2,"03",60000
"6237042","06705",19,0,1,"02",7000
"6237197","06705",21,0,1,"04",1100
"6237460","06701",19,0,2,"06",118720
"6237607","06701",0,2,1,"  ",0
"6237652","06705",8,0,7,"02",117800
"6237883","06701",0,2,1,"  ",0
"6238160","06705",19,0,3,"03",12000
"6238401","06704",24,0,3,"02",50800
"6238446","06704",21,0,1,"02",890
"6238538","06703",23,0,4,"03",45000
"6238619","06705",24,0,2,"02",93000
"6238782","06702",0,1,1,"  ",0
"6238829","06705",21,0,3,"01",26600
"6239060","06705",24,0,3,"02",59000
"6239162","06702",16,0,4,"04",68000
"6239309","06704",24,0,2,"02",65700
"6239434","06703",16,0,1,"09",38000
"6239507","06705",21,0,2,"02",81000
"6239528","06703",24,0,2,"03",106000
"6239867","06704",18,0,1,"09",63500
"6239974","06705",16,0,1,"08",21700
"6240027","06703",29,0,5,"02",95600
"6240363","06701",16,0,1,"09",8000
"6240430","06703",21,0,2,"02",77400
"6240542","06701",23,0,1,"06",50000
"6240588","06705",10,0,5,"04",40100
"6240618","06704",21,0,4,"02",178500
"6240724","06702",21,0,2,"01",6000
"6240849","06705",23,0,4,"02",58900
"6241044","06704",21,0,3,"02",112000
"6241062","06703",21,0,1,"06",17000
"6241309","06705",21,0,2,"02",123500
"6241935","06702",16,0,4,"02",23000
"6241975","06701",16,0,1,"07",33140
"6242060","06703",14,0,1,"08",29000
"6242494","06705",16,0,5,"09",28000
"6242518","06702",21,0,2,"02",76000
"6242566","06704",14,0,0,"07",0
"6242715","06703",0,1,1,"  ",0
"6242816","06704",19,0,2,"03",26800
"6242840","06703",13,0,4,"02",122100
"6242890","06702",16,0,3,"05",33500
"6242908","06702",34,0,4,"01",36600
"6243031","06704",24,0,1,"08",25010
"6243309","06704",21,0,2,"02",160590
"6243320","06704",16,0,2,"02",45580
"6243448","06703",31,0,6,"05",50000
"6243947","06705",26,0,2,"03",25000
"6244006","06704",0,2,1,"  ",0
"6244080","06702",21,0,4,"02",31100
"6244157","06702",24,0,2,"02",29900
"6244232","06705",16,0,3,"02",75000
"6244577","06702",21,0,2,"02",25000
"6244763","06705",19,0,1,"02",13000
"6244818","06704",10,0,2,"03",86580
"6244861","06705",21,0,1,"02",43300
"6244950","06705",23,0,4,"02",127700
"6245239","06704",27,0,5,"02",75100
"6245293","06701",9,0,0,"02",0
"6245585","06704",21,0,2,"02",82000
"6245917","06703",30,0,4,"02",38000
"6245959","06705",32,0,0,"05",0
"6246213","06702",29,0,1,"05",120000
"6246631","06701",13,0,3,"02",116100
"6246833","06702",19,0,6,"02",78000
"6246855","06701",0,2,1,"  ",0
"6247164","06705",19,0,1,"02",32010
"6247245","06701",26,0,1,"07",29800
"6247490","06703",29,0,3,"02",112000
"6247972","06702",16,0,2,"02",78000
"6248147","06702",15,0,3,"02",77000
"6248347","06704",56,0,5,"03",63800
"6248410","06701",15,0,2,"07",1e+05
"6248643","06702",11,0,5,"02",59600
"6248726","06703",11,0,2,"02",83700
"6248806","06705",21,0,3,"02",119634
"6248875","06702",14,0,0,"07",0
"6249375","06701",19,0,1,"03",20000
"6249827","06705",13,0,8,"01",20600
"6249877","06703",24,0,3,"02",37000
"6250202","06704",21,0,2,"06",285800
"6250254","06704",24,0,5,"02",159000
"6250276","06703",24,0,3,"07",60600
"6250549","06701",16,0,1,"02",84500
"6250635","06703",24,0,1,"01",14000
"6250695","06705",20,0,0,"03",0
"6250716","06705",29,0,2,"02",59300
"6250851","06704",26,0,2,"02",137000
"6250905","06702",24,0,2,"02",66900
"6251033","06705",18,0,0,"06",0
"6251198","06705",19,0,5,"02",60000
"6251593","06705",14,0,5,"02",326000
"6251659","06705",0,2,1,"  ",0
"6252132","06704",19,0,3,"02",165400
"6252227","06703",11,0,2,"02",125500
"6252240","06702",18,0,2,"02",66900
"6252345","06704",21,0,2,"02",142450
"6252519","06704",16,0,3,"06",38000
"6252549","06702",22,0,4,"02",80960
"6252578","06705",21,0,4,"02",1e+05
"6252811","06701",24,0,2,"07",37000
"6253224","06701",27,0,4,"02",45800
"6253257","06705",0,2,1,"  ",0
"6253463","06703",12,0,0,"07",0
"6253652","06703",21,0,4,"02",40200
"6253693","06704",18,0,2,"02",60000
"6254075","06705",16,0,1,"02",90000
"6254198","06703",23,0,2,"06",54304
"6254589","06703",21,0,1,"02",48500
"6254930","06701",21,0,1,"07",10000
"6255074","06705",21,0,1,"06",41000
"6255294","06702",23,0,2,"02",27400
"6255411","06704",19,0,2,"08",71000
"6256116","06705",0,2,1,"  ",0
"6256244","06702",29,0,4,"03",47200
"6256637","06704",0,2,1,"  ",0
"6256902","06701",16,0,2,"06",29000
"6256956","06705",0,2,1,"  ",0
"6257050","06701",18,0,3,"06",69200
"6257180","06701",0,2,1,"  ",0
"6257207","06705",13,0,2,"02",284000
"6257468","06701",18,0,1,"08",12600
"6257880","06703",24,0,2,"02",72400
"6258267","06703",21,0,2,"08",75100
"6258967","06701",14,0,1,"07",43000
"6259145","06702",24,0,4,"09",57600
"6259146","06705",8,0,8,"01",14400
"6259336","06701",29,0,2,"03",80000
"6259469","06701",21,0,2,"07",21140
"6259535","06704",0,2,1,"  ",0
"6259910","06705",21,0,3,"06",17600
"6259943","06703",16,0,2,"02",30910
"6260150","06701",15,0,1,"02",28020
"6260340","06704",21,0,1,"09",32940
"6260713","06705",16,0,4,"02",114000
"6261196","06705",34,0,6,"02",47000
"6261422","06705",0,2,1,"  ",0
"6261481","06705",0,1,1,"  ",0
"6262209","06704",16,0,2,"08",27000
"6262511","06705",18,0,2,"02",29200
"6262585","06703",31,0,1,"09",15000
"6262715","06703",29,0,5,"02",47760
"6262815","06703",23,0,3,"03",85000
"6262934","06704",16,0,3,"08",36400
"6262992","06702",10,0,3,"01",58300
"6263008","06704",19,0,4,"02",1e+05
"6263119","06702",20,0,0,"05",0
"6263206","06704",24,0,3,"06",62000
"6263578","06705",24,0,3,"02",82450
"6263976","06705",16,0,2,"01",53300
"6264420","06701",31,0,0,"02",0
"6264667","06703",27,0,3,"02",71000
"6265395","06703",0,2,1,"  ",0
"6265475","06705",11,0,3,"02",68000
"6265597","06705",27,0,1,"03",21700
"6265655","06701",16,0,4,"06",43900
"6265763","06701",16,0,1,"06",57000
"6265784","06702",0,2,1,"  ",0
"6266005","06702",19,0,3,"02",81400
"6266051","06701",18,0,1,"08",20000
"6266144","06704",24,0,2,"03",99030
"6266703","06705",13,0,4,"09",25000
"6266811","06705",0,2,1,"  ",0
"6266872","06701",0,1,1,"  ",0
"6267053","06702",29,0,5,"07",25400
"6267089","06702",16,0,2,"06",15000
"6267386","06701",21,0,5,"02",18000
"6267466","06701",20,0,0,"05",0
"6267588","06702",26,0,5,"02",435000
"6267665","06702",19,0,2,"06",38710
"6268317","06704",0,2,1,"  ",0
"6268430","06705",21,0,4,"02",121700
"6268438","06705",24,0,4,"02",130000
"6268475","06705",21,0,1,"03",14090
"6268619","06704",29,0,3,"02",58000
"6269517","06702",32,0,6,"05",41800
"6269529","06705",0,2,1,"  ",0
"6269669","06705",22,0,5,"02",195000
"6269790","06705",11,0,6,"04",20600
"6270007","06704",24,0,1,"06",49000
"6270427","06704",21,0,1,"09",40500
"6270503","06705",0,1,1,"  ",0
"6270616","06705",11,0,2,"02",72600
"6270874","06703",21,0,2,"02",28500
"6270923","06703",21,0,2,"02",17200
"6271125","06704",31,0,1,"05",60470
"6271144","06704",23,0,1,"02",48500
"6271205","06704",26,0,2,"04",39000
"6271327","06703",37,0,4,"06",53400
"6271356","06704",21,0,2,"07",47300
"6271553","06703",21,0,2,"02",64500
"6271605","06704",24,0,1,"06",7000
"6271761","06701",0,2,1,"  ",0
"6272386","06701",15,0,1,"03",37000
"6272484","06701",43,0,0,"04",0
"6272605","06704",23,0,3,"02",180000
"6272669","06704",24,0,6,"03",95000
"6272759","06702",0,2,1,"  ",0
"6272831","06703",13,0,1,"03",48060
"6273164","06701",15,0,3,"07",49000
"6273273","06702",16,0,2,"02",30300
"6273280","06701",50,0,8,"07",21800
"6273323","06703",24,0,2,"02",10910
"6273432","06704",0,1,1,"  ",0
"6273554","06702",21,0,1,"05",45900
"6273572","06701",13,0,2,"08",80000
"6273703","06703",18,0,4,"02",172000
"6273824","06702",18,0,1,"02",32500
"6274131","06705",19,0,2,"03",156100
"6274306","06705",27,0,3,"02",89000
"6275008","06705",19,0,2,"02",214700
"6275280","06703",29,0,2,"02",33400
"6275314","06702",16,0,2,"02",47800
"6275317","06701",16,0,2,"02",26400
"6275468","06705",21,0,4,"02",55600
"6275549","06704",15,0,4,"02",75000
"6275621","06704",32,0,4,"06",122000
"6275725","06703",24,0,2,"08",28000
"6275905","06705",24,0,7,"02",90380
"6276139","06701",17,0,0,"02",0
"6276178","06704",27,0,4,"02",81130
"6276182","06703",29,0,6,"02",174700
"6276441","06702",13,0,1,"03",116000
"6276473","06701",14,0,4,"02",325000
"6276539","06704",16,0,2,"08",31100
"6276720","06703",16,0,5,"02",140000
"6276804","06705",21,0,3,"02",30900
"6277688","06704",26,0,0,"09",0
"6277705","06704",0,2,1,"  ",0
"6278389","06705",16,0,2,"02",13700
"6278536","06703",29,0,3,"02",52600
"6278603","06703",13,0,6,"02",65200
"6278609","06702",16,0,2,"02",143700
"6278709","06704",21,0,3,"02",365000
"6278762","06705",19,0,4,"02",89000
"6279060","06704",40,0,1,"06",68020
"6279239","06705",21,0,2,"03",81100
"6279477","06705",16,0,3,"09",48150
