"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"8207623","06705",15,0,6,"05",33500
"8208025","06701",13,0,2,"02",93200
"8208124","06705",21,0,2,"02",51000
"8208131","06705",21,0,1,"04",20000
"8208232","06705",13,0,4,"02",150000
"8208495","06702",24,0,4,"02",66400
"8208576","06705",21,0,2,"03",16000
"8208773","06705",15,0,4,"02",121700
"8208976","06704",24,0,5,"02",345000
"8209099","06704",21,0,2,"09",14204
"8209186","06701",18,0,2,"07",38000
"8209288","06705",21,0,2,"02",28000
"8209940","06702",21,0,4,"02",7500
"8210356","06705",32,0,2,"03",43200
"8210492","06704",18,0,4,"03",54400
"8210579","06705",24,0,1,"09",7000
"8210799","06705",0,2,1,"  ",0
"8210880","06704",23,0,2,"02",84000
"8210892","06705",19,0,4,"04",34600
"8210962","06701",32,0,3,"08",3004
"8211137","06705",29,0,6,"01",25800
"8211377","06705",23,0,2,"02",349000
"8211601","06705",18,0,1,"01",18700
"8211951","06704",21,0,1,"02",3300
"8211973","06704",23,0,2,"02",198000
"8211976","06703",29,0,4,"02",37000
"8212086","06704",15,0,0,"09",0
"8212271","06705",24,0,2,"02",64500
"8212825","06705",21,0,2,"02",25700
"8213641","06703",19,0,2,"08",27100
"8213706","06702",16,0,5,"01",19800
"8213882","06704",13,0,1,"02",79600
"8214060","06703",26,0,5,"02",86460
"8214062","06701",13,0,5,"02",41610
"8214170","06703",0,2,1,"  ",0
"8214418","06701",16,0,3,"06",41000
"8214710","06705",8,0,3,"02",6050
"8214843","06703",21,0,3,"09",0
"8214998","06703",16,0,1,"03",9600
"8216175","06701",22,0,7,"06",7000
"8217014","06702",21,0,4,"02",102000
"8217175","06701",0,1,1,"  ",0
"8217246","06704",23,0,3,"02",168000
"8217508","06702",32,0,3,"02",164200
"8217532","06705",21,0,3,"02",97000
"8217697","06705",21,0,4,"05",77000
"8217913","06705",24,0,2,"02",105800
"8218494","06704",18,0,2,"02",68900
"8218631","06705",35,0,2,"06",12200
"8218929","06704",24,0,4,"03",371500
"8219035","06704",16,0,2,"02",356100
"8219145","06705",0,1,1,"  ",0
"8219192","06704",18,0,6,"03",22900
"8219625","06703",24,0,2,"02",64500
"8220334","06701",15,0,3,"02",27300
"8220753","06701",26,0,6,"04",20000
"8221058","06702",0,2,1,"  ",0
"8221169","06704",15,0,4,"02",81610
"8221215","06703",21,0,1,"08",10800
"8221234","06705",31,0,4,"02",83380
"8221533","06701",15,0,2,"02",7840
"8221608","06703",16,0,3,"02",131290
"8221626","06702",16,0,1,"09",16000
"8221645","06704",16,0,2,"02",36500
"8222243","06705",18,0,4,"02",343000
"8222652","06704",21,0,2,"02",62400
"8222754","06702",29,0,6,"07",25100
"8222893","06705",16,0,2,"02",105000
"8222984","06705",18,0,2,"02",41760
"8223945","06705",24,0,4,"09",19000
"8224201","06703",21,0,4,"02",80900
"8224524","06701",22,0,2,"02",47900
"8224533","06701",19,0,5,"03",1200
"8224546","06704",24,0,2,"02",7000
"8224771","06705",32,0,1,"05",27370
"8224772","06701",16,0,2,"09",10500
"8224886","06701",18,0,1,"03",50000
"8224924","06705",24,0,3,"02",47500
"8225652","06704",24,0,4,"03",44000
"8225654","06702",22,0,1,"09",13600
"8226259","06702",23,0,4,"09",28800
"8226285","06701",24,0,3,"09",13000
"8226785","06702",16,0,6,"02",97000
"8227052","06701",26,0,2,"07",14900
"8227100","06704",15,0,2,"02",142000
"8227318","06702",13,0,2,"03",12000
"8227333","06702",8,0,4,"06",45200
"8227424","06703",6,0,1,"02",0
"8227476","06705",26,0,1,"02",72800
"8227566","06705",0,2,1,"  ",0
"8227649","06705",24,0,2,"04",30000
"8227776","06703",14,0,2,"02",175150
"8227796","06704",21,0,2,"02",111400
"8227803","06703",18,0,3,"03",18400
"8227815","06704",19,0,2,"02",64800
"8227906","06702",24,0,3,"06",14300
"8228092","06703",16,0,1,"01",10500
"8228194","06701",19,0,1,"02",21010
"8228296","06705",21,0,4,"02",235000
"8228361","06705",13,0,6,"02",114000
"8228368","06702",21,0,1,"02",56000
"8228476","06705",23,0,0,"09",0
"8228566","06705",21,0,1,"03",10600
"8229025","06703",24,0,1,"06",50000
"8229378","06704",24,0,1,"03",12300
"8229421","06704",26,0,2,"02",61900
"8229596","06705",21,0,2,"03",10000
"8230504","06704",24,0,5,"03",24000
"8230860","06704",16,0,2,"02",96100
"8230999","06704",29,0,4,"02",105000
"8231409","06701",0,2,1,"  ",0
"8231435","06705",24,0,4,"02",134200
"8231546","06705",0,2,1,"  ",0
"8231722","06702",21,0,4,"08",76800
"8231782","06705",22,0,4,"02",120000
"8232249","06704",16,0,4,"02",577000
"8232297","06704",24,0,2,"02",274100
"8232576","06703",5,0,2,"02",201160
"8232665","06701",0,2,1,"  ",0
"8233248","06705",27,0,2,"05",41100
"8233426","06704",21,0,1,"08",33000
"8233460","06704",23,0,1,"07",22000
"8233565","06701",0,2,1,"  ",0
"8233701","06701",23,0,2,"05",11200
"8233792","06702",21,0,2,"02",123000
"8234028","06704",26,0,3,"02",37400
"8234233","06704",0,1,1,"  ",0
"8234480","06704",14,0,5,"02",202000
"8234589","06705",0,2,1,"  ",0
"8234594","06704",40,0,3,"02",195000
"8234903","06701",24,0,4,"02",92000
"8235002","06701",21,0,1,"07",25000
"8235059","06702",0,1,1,"  ",0
"8235457","06703",21,0,2,"02",46810
"8235462","06705",16,0,3,"06",98000
"8235485","06701",21,0,2,"05",18000
"8235523","06705",0,2,1,"  ",0
"8235531","06703",26,0,5,"02",51200
"8235603","06703",0,1,1,"  ",0
"8235775","06702",14,0,5,"02",67700
"8235908","06703",21,0,5,"03",18700
"8236110","06704",24,0,2,"02",80550
"8236117","06705",18,0,4,"06",9800
"8236143","06704",19,0,2,"05",66700
"8236163","06703",11,0,1,"05",0
"8236245","06704",19,0,2,"02",60000
"8236266","06705",27,0,1,"02",7800
"8236697","06705",0,2,1,"  ",0
"8236992","06701",24,0,1,"07",31700
"8237100","06702",13,0,7,"09",16800
"8237110","06703",16,0,2,"02",0
"8237237","06705",16,0,1,"02",0
"8237426","06705",0,2,1,"  ",0
"8238277","06703",11,0,4,"02",88350
"8238375","06704",24,0,2,"03",130520
"8238760","06703",24,0,2,"02",38300
"8239275","06701",29,0,2,"02",52330
"8239311","06702",0,2,1,"  ",0
"8239923","06705",0,1,1,"  ",0
"8240004","06704",16,0,1,"02",43500
"8240020","06703",24,0,2,"02",71550
"8240188","06705",18,0,2,"02",49300
"8240513","06702",21,0,5,"02",33100
"8240562","06705",21,0,2,"03",30000
"8240684","06701",0,2,1,"  ",0
"8240858","06701",13,0,3,"02",67200
"8241240","06704",19,0,3,"06",44400
"8241249","06705",10,0,3,"03",5150
"8241372","06703",26,0,3,"03",13000
"8241646","06705",19,0,4,"02",85100
"8241789","06705",27,0,2,"02",130160
"8242080","06702",0,1,1,"  ",0
"8242161","06702",0,2,1,"  ",0
"8242186","06701",24,0,2,"05",55270
"8242229","06702",16,0,1,"03",16700
"8242332","06705",0,2,1,"  ",0
"8242422","06704",21,0,3,"02",84000
"8242467","06702",11,0,2,"06",24000
"8242781","06705",0,2,1,"  ",0
"8243085","06705",19,0,2,"02",108000
"8243238","06703",28,0,0,"09",0
"8243364","06705",17,0,0,"02",0
"8243636","06704",24,0,2,"03",63700
"8243696","06701",19,0,2,"06",21600
"8244130","06701",0,2,1,"  ",0
"8244295","06705",21,0,5,"02",60000
"8244407","06704",18,0,5,"02",123000
"8244822","06704",13,0,5,"05",0
"8244887","06704",21,0,2,"02",160800
"8244912","06701",19,0,1,"02",16000
"8245382","06704",24,0,3,"02",22300
"8245582","06705",18,0,1,"03",29000
"8245660","06703",21,0,4,"09",33000
"8245845","06705",24,0,2,"02",37700
"8245968","06701",0,2,1,"  ",0
"8245994","06705",15,0,6,"09",49000
"8246197","06704",22,0,4,"02",165800
"8246458","06703",16,0,3,"05",900
"8246564","06705",16,0,2,"02",58200
"8246697","06703",10,0,2,"05",26600
"8246839","06704",21,0,1,"05",25000
"8246926","06704",24,0,2,"02",110000
"8247047","06704",16,0,2,"02",301900
"8247396","06705",11,0,3,"02",164600
"8247968","06705",29,0,1,"03",34500
"8247997","06705",18,0,3,"09",40000
"8248195","06704",18,0,3,"02",145000
"8248413","06705",19,0,2,"02",132500
"8249242","06702",29,0,7,"02",21800
"8249950","06701",24,0,1,"02",62000
"8250493","06704",26,0,3,"02",26700
"8250607","06705",16,0,5,"02",51800
"8250679","06703",13,0,4,"02",142130
"8250846","06704",29,0,1,"05",33000
"8250893","06705",15,0,10,"08",69300
"8251064","06704",24,0,1,"03",29960
"8251184","06701",24,0,1,"05",15140
"8251279","06703",24,0,1,"08",23000
"8251475","06703",18,0,3,"09",18300
"8251491","06704",26,0,1,"02",21000
"8251914","06701",0,2,1,"  ",0
"8252231","06705",32,0,3,"02",263000
"8252253","06701",24,0,1,"07",34100
"8252276","06703",16,0,3,"02",52000
"8252431","06701",16,0,2,"02",124600
"8252618","06705",27,0,3,"09",34300
"8252700","06704",27,0,1,"02",40000
"8252972","06701",0,2,1,"  ",0
"8252986","06704",18,0,2,"02",54200
"8254256","06705",24,0,2,"02",263000
"8254261","06702",21,0,4,"05",213000
"8254286","06701",21,0,1,"02",45000
"8254563","06705",18,0,1,"02",26500
"8254673","06704",27,0,1,"06",31000
"8255245","06705",18,0,3,"02",56000
"8255323","06703",19,0,5,"09",600
"8255372","06704",24,0,1,"09",12900
"8255394","06705",0,2,1,"  ",0
"8255403","06704",27,0,2,"06",38200
"8255432","06701",16,0,1,"02",28700
"8255544","06705",21,0,4,"02",78000
"8255670","06701",16,0,3,"02",52050
"8255730","06701",24,0,2,"08",66400
"8255822","06703",19,0,2,"03",22600
"8255920","06702",18,0,2,"02",36500
"8256430","06701",21,0,1,"09",30000
"8256660","06701",27,0,2,"08",27110
"8256995","06701",13,0,2,"02",54000
"8257324","06702",18,0,4,"02",64500
"8257476","06701",16,0,4,"03",20100
"8257913","06704",24,0,1,"09",45000
"8258151","06705",21,0,1,"04",29800
"8258525","06704",11,0,4,"02",334600
"8258646","06704",21,0,2,"02",177130
"8258663","06701",21,0,2,"02",27300
"8258872","06704",0,1,1,"  ",0
"8258905","06702",18,0,4,"03",45000
"8259280","06702",29,0,3,"02",90300
"8259705","06702",13,0,2,"08",32000
"8259879","06701",36,0,3,"02",34900
"8260059","06702",21,0,2,"07",99000
"8260089","06702",24,0,2,"02",66100
"8260218","06705",24,0,5,"02",90000
"8260267","06701",18,0,2,"04",91000
"8260374","06705",42,0,4,"06",37500
"8260679","06703",13,0,2,"02",16100
"8260918","06705",16,0,3,"02",120000
"8261430","06701",19,0,1,"02",87000
"8261525","06705",21,0,3,"01",145530
"8261613","06704",24,0,9,"02",70000
"8261812","06701",26,0,3,"07",0
"8261830","06705",23,0,4,"02",122900
"8261981","06701",18,0,1,"02",53000
"8262412","06702",21,0,2,"02",43540
"8262674","06703",19,0,3,"02",99000
"8262779","06701",21,0,6,"02",43100
"8262794","06705",27,0,2,"02",60200
"8262857","06705",27,0,2,"02",121000
"8263246","06702",21,0,1,"02",0
"8263298","06701",21,0,1,"07",11330
"8263428","06702",26,0,1,"07",17900
"8263559","06701",14,0,4,"05",46100
"8263565","06705",18,0,4,"02",108040
"8263711","06701",18,0,2,"02",36600
"8263732","06705",29,0,1,"07",43500
"8263788","06704",0,2,1,"  ",0
"8264222","06701",15,0,1,"08",25140
"8264262","06701",21,0,5,"02",21000
"8264322","06705",24,0,1,"09",37000
"8264337","06704",29,0,4,"07",72800
"8264481","06704",24,0,2,"08",23000
"8264551","06704",27,0,2,"05",42000
"8264796","06705",0,2,1,"  ",0
"8264798","06705",16,0,1,"06",20000
"8264812","06704",16,0,1,"01",42000
"8264814","06703",19,0,1,"07",13900
"8265066","06705",16,0,4,"02",57000
"8265169","06704",24,0,1,"09",30000
"8265255","06705",21,0,2,"02",78000
"8265336","06702",18,0,3,"02",52800
"8265412","06705",0,2,1,"  ",0
"8265557","06704",13,0,2,"02",57050
"8265594","06702",0,1,1,"  ",0
"8265753","06704",21,0,1,"06",28000
"8265938","06705",0,2,1,"  ",0
"8266041","06701",0,2,1,"  ",0
"8266291","06705",11,0,4,"02",126500
"8266315","06704",27,0,3,"02",110800
"8266443","06703",15,0,0,"10",0
"8266560","06705",32,0,4,"02",79900
"8266643","06704",21,0,2,"08",4700
"8266985","06705",21,0,1,"01",19700
"8267299","06702",15,0,2,"02",115500
"8267390","06701",24,0,7,"06",24000
"8267562","06705",0,2,1,"  ",0
"8267579","06701",16,0,1,"07",10300
"8268101","06701",18,0,2,"02",52200
"8268132","06702",26,0,6,"02",47900
"8268187","06703",24,0,4,"07",18120
"8268201","06701",19,0,2,"02",55400
"8268384","06705",27,0,2,"06",14000
"8268411","06703",13,0,3,"03",88000
"8268420","06703",19,0,4,"02",77700
"8268432","06703",24,0,7,"02",206700
"8268583","06702",18,0,3,"08",30000
"8268858","06705",21,0,4,"07",20340
"8269113","06704",26,0,2,"02",167200
"8269327","06703",23,0,1,"05",34400
"8269510","06705",18,0,1,"02",34000
"8269633","06701",19,0,1,"02",40000
"8269749","06703",24,0,1,"09",25500
"8269981","06704",32,0,6,"02",80000
"8269987","06705",0,2,1,"  ",0
"8270356","06704",31,0,5,"02",102500
"8270690","06704",13,0,4,"02",60000
"8270880","06702",22,0,2,"02",149200
"8270980","06703",29,0,4,"02",121000
"8271508","06705",16,0,8,"09",55400
"8271785","06702",24,0,3,"05",26000
"8272429","06701",24,0,3,"06",64200
"8272965","06702",26,0,2,"01",17670
"8273683","06703",27,0,2,"02",22500
"8273706","06705",0,2,1,"  ",0
"8273955","06701",23,0,2,"07",50000
"8274046","06703",13,0,4,"02",87800
"8274235","06701",16,0,1,"02",29200
"8274424","06703",22,0,3,"08",10000
"8274729","06703",24,0,4,"01",76100
"8274755","06705",13,0,3,"02",59800
"8275010","06704",21,0,2,"09",101000
"8275452","06703",19,0,3,"02",301000
"8275626","06705",16,0,2,"10",33600
"8275639","06702",23,0,5,"02",48000
"8275718","06701",11,0,2,"07",21800
"8275789","06705",0,2,1,"  ",0
"8275799","06704",27,0,1,"09",37000
"8275908","06703",32,0,2,"02",75000
"8276278","06703",19,0,1,"03",20000
"8276399","06703",22,0,3,"02",38800
"8276425","06702",18,0,5,"08",25000
"8276463","06704",21,0,2,"02",10400
"8276491","06704",29,0,5,"02",31000
"8276718","06704",15,0,7,"02",0
"8276901","06705",16,0,3,"02",150200
"8276988","06705",19,0,2,"02",26800
"8277067","06702",21,0,5,"02",4240
"8277422","06704",16,0,2,"02",74500
"8277474","06701",16,0,4,"04",54000
"8277527","06704",19,0,6,"02",31000
"8277531","06704",16,0,4,"02",336000
"8277557","06704",18,0,2,"02",148000
"8277711","06705",18,0,7,"04",57200
"8277815","06705",16,0,3,"09",0
"8278228","06702",11,0,2,"02",42000
"8278430","06704",19,0,1,"06",47600
"8278806","06702",26,0,0,"09",0
"8278892","06705",27,0,1,"02",44200
"8279184","06702",27,0,7,"04",95600
"8279414","06703",16,0,2,"02",188700
"8279506","06703",16,0,2,"02",104000
"8279510","06703",24,0,3,"03",45900
"8279553","06703",21,0,1,"05",19000
"8279699","06703",0,1,1,"  ",0
"8279700","06702",0,2,1,"  ",0
"8279852","06705",24,0,4,"07",39000
"8280031","06702",24,0,5,"02",130100
"8280051","06703",24,0,2,"02",46300
"8280375","06701",16,0,2,"02",24200
"8280590","06703",16,0,4,"02",25000
"8280612","06705",16,0,3,"02",69000
"8280974","06702",21,0,4,"02",109500
"8281042","06705",18,0,5,"02",83000
"8281134","06702",0,2,1,"  ",0
"8281228","06701",0,2,1,"  ",0
"8281338","06701",0,2,1,"  ",0
"8281493","06703",0,1,1,"  ",0
"8281525","06703",16,0,2,"02",25430
"8281958","06702",29,0,3,"02",76400
"8282151","06703",25,0,0,"02",0
"8282159","06705",21,0,3,"02",19900
"8282414","06703",21,0,1,"02",61000
"8282435","06704",0,2,1,"  ",0
"8282610","06705",31,0,5,"03",29900
"8282626","06701",13,0,2,"02",25500
"8283002","06705",24,0,2,"06",13160
"8283098","06705",18,0,1,"06",10200
"8283170","06705",6,0,11,"01",48900
"8283254","06705",22,0,2,"02",74500
"8283290","06705",0,2,1,"  ",0
"8283361","06704",16,0,1,"01",38800
"8283475","06703",26,0,4,"02",110000
"8283522","06701",24,0,4,"02",44300
"8283703","06701",16,0,3,"03",96400
"8283811","06705",31,0,1,"02",11300
"8283958","06704",26,0,1,"02",102180
"8284596","06705",0,2,1,"  ",0
"8284942","06704",18,0,4,"02",105000
"8285010","06703",14,0,0,"04",0
"8285175","06704",14,0,4,"02",175100
"8285208","06705",18,0,1,"02",65110
"8285332","06705",18,0,4,"09",61170
"8285531","06703",16,0,2,"02",29600
"8285831","06705",16,0,2,"02",90800
"8285910","06704",23,0,2,"06",46000
"8285990","06703",19,0,4,"02",31000
"8286135","06705",16,0,1,"02",28400
"8287032","06702",16,0,4,"02",46700
"8287366","06701",13,0,4,"02",50700
"8287560","06704",23,0,3,"03",80500
"8287616","06705",16,0,5,"03",25000
"8288231","06704",21,0,2,"09",32000
"8288469","06705",18,0,2,"02",23400
"8288548","06705",21,0,2,"02",96000
"8288728","06702",21,0,3,"09",37100
"8289088","06705",22,0,2,"02",40000
"8289210","06701",16,0,1,"04",15000
"8289229","06703",18,0,5,"02",17500
"8289405","06703",18,0,2,"02",128700
"8289743","06701",21,0,1,"06",25300
"8289878","06703",21,0,1,"03",31000
"8289900","06705",18,0,0,"02",0
"8290292","06702",16,0,4,"07",20000
"8290334","06704",18,0,2,"02",27300
"8290435","06704",21,0,3,"02",41200
"8290510","06705",0,2,1,"  ",0
"8290527","06701",19,0,1,"07",9000
"8290556","06703",34,0,5,"02",74940
"8290610","06705",65,0,3,"01",10
"8290641","06702",21,0,2,"02",12400
"8290880","06705",0,2,1,"  ",0
"8291168","06703",6,0,2,"01",22804
"8291216","06701",37,0,12,"02",16930
"8291714","06702",21,0,5,"02",194800
"8291979","06705",26,0,1,"03",59600
"8292117","06704",18,0,5,"02",124100
"8292449","06705",24,0,2,"02",134000
"8292499","06704",19,0,1,"02",10100
"8292590","06704",22,0,4,"02",328000
"8292777","06703",0,2,1,"  ",0
"8293175","06701",21,0,2,"07",40000
"8293192","06701",24,0,4,"09",24000
"8293278","06704",24,0,3,"05",102200
"8293286","06701",16,0,1,"08",24000
"8293533","06704",18,0,4,"02",126000
"8293601","06704",26,0,2,"08",52000
"8293645","06701",24,0,3,"06",3600
"8293797","06704",18,0,3,"02",154000
"8293869","06701",26,0,0,"07",0
"8294175","06705",21,0,1,"03",51000
"8294346","06701",16,0,11,"05",24800
"8294519","06702",21,0,5,"02",85000
"8294802","06704",16,0,1,"09",8400
"8295741","06705",26,0,9,"03",97000
"8295792","06704",16,0,2,"02",21000
"8296168","06701",18,0,1,"09",7500
"8296349","06705",23,0,2,"02",78000
"8296475","06705",14,0,5,"02",37000
"8296549","06701",20,0,0,"05",0
"8296575","06701",21,0,3,"04",10000
"8296639","06703",8,0,0,"01",0
"8296658","06702",27,0,1,"05",25000
"8296720","06704",19,0,2,"03",48700
"8296729","06701",29,0,1,"08",22050
"8297127","06705",0,2,1,"  ",0
"8297146","06701",0,2,1,"  ",0
"8297323","06702",14,0,4,"02",15600
"8297849","06704",21,0,5,"02",112000
"8297965","06703",18,0,2,"08",22000
"8298007","06703",21,0,1,"07",14000
"8298029","06702",21,0,5,"06",24200
"8298863","06704",0,2,1,"  ",0
"8299025","06701",16,0,4,"02",50000
"8299834","06705",34,0,3,"02",60200
"8299865","06703",24,0,2,"03",109200
"8299915","06704",13,0,1,"03",23400
"8299963","06704",16,0,2,"02",46950
"8300055","06704",13,0,2,"02",65470
"8300057","06703",0,2,1,"  ",0
"8300085","06704",21,0,1,"03",18000
"8300343","06704",21,0,3,"03",158000
"8300634","06705",21,0,1,"06",17000
"8301213","06702",13,0,4,"02",89200
"8301421","06702",18,0,2,"02",42000
"8301527","06703",14,0,5,"02",16800
"8301720","06705",0,2,1,"  ",0
"8301816","06703",21,0,4,"02",74500
"8302085","06703",18,0,4,"02",63700
"8302097","06702",11,0,5,"02",50000
"8302145","06702",19,0,2,"07",2200
"8302260","06702",16,0,6,"02",33900
"8302349","06701",27,0,1,"06",36900
"8302648","06703",32,0,6,"02",58470
"8302802","06703",21,0,3,"02",73000
"8302935","06702",13,0,3,"03",48200
"8303081","06704",19,0,3,"02",75000
"8303088","06705",24,0,2,"06",53300
"8303146","06705",21,0,4,"02",136000
"8303446","06703",0,1,1,"  ",0
"8303464","06703",13,0,2,"02",49700
"8303476","06701",19,0,1,"02",28200
"8303486","06703",23,0,4,"03",92000
"8303993","06705",18,0,2,"02",80350
"8304218","06701",18,0,1,"06",460
"8304404","06704",13,0,2,"02",124100
"8304423","06705",26,0,2,"02",99200
"8304440","06702",13,0,1,"07",23000
"8304837","06703",21,0,4,"02",59900
"8305044","06704",24,0,1,"02",161000
"8305243","06701",18,0,3,"02",345000
"8305603","06702",19,0,1,"08",14600
"8305715","06702",19,0,2,"02",415000
"8305788","06705",19,0,1,"01",25100
"8305889","06704",16,0,3,"09",81300
"8305892","06703",21,0,4,"02",101810
"8305981","06704",16,0,2,"02",57800
"8306003","06704",16,0,2,"02",79100
"8306360","06702",16,0,8,"02",37000
"8306837","06704",26,0,3,"02",81820
"8306860","06704",19,0,6,"02",18000
"8306984","06701",21,0,4,"08",14400
"8307157","06704",21,0,2,"02",46000
"8307266","06704",0,2,1,"  ",0
"8307362","06705",15,0,2,"03",80000
"8307406","06705",24,0,1,"03",41200
"8307540","06705",21,0,4,"02",54090
"8307543","06702",19,0,6,"02",86110
"8307610","06701",16,0,2,"02",146000
"8307698","06704",16,0,3,"02",26500
"8307808","06702",19,0,4,"02",70100
"8307825","06704",18,0,4,"09",22000
"8308464","06702",10,0,3,"02",64000
"8308532","06704",14,0,6,"02",68000
"8308560","06702",16,0,1,"03",46100
"8308635","06704",37,0,2,"06",95000
"8308676","06705",23,0,2,"02",90000
"8308677","06702",21,0,2,"02",52600
"8308829","06701",18,0,1,"02",40000
"8308904","06704",21,0,2,"03",85730
"8308919","06705",11,0,5,"02",129000
"8309446","06705",16,0,5,"03",64000
"8309556","06703",11,0,2,"02",59800
"8309690","06704",17,0,0,"09",0
"8309841","06704",27,0,2,"08",24600
"8309923","06705",18,0,2,"02",52800
"8309958","06705",0,2,1,"  ",0
"8310065","06701",18,0,1,"02",167900
"8310071","06702",31,0,0,"05",0
"8310173","06704",26,0,1,"09",7000
"8310286","06705",26,0,2,"02",68500
"8310524","06703",21,0,5,"02",135300
"8310616","06705",16,0,2,"02",58000
"8311198","06702",24,0,2,"01",40730
"8311436","06704",29,0,3,"07",0
"8311437","06703",16,0,3,"02",47100
"8311519","06701",14,0,1,"05",35500
"8311715","06702",29,0,6,"03",70700
"8312218","06701",26,0,1,"08",3000
"8312315","06704",21,0,2,"03",79000
"8312407","06701",16,0,1,"09",22000
"8312415","06702",19,0,2,"02",36600
"8312717","06703",14,0,2,"02",35000
"8312824","06704",34,0,5,"02",146600
"8312929","06702",16,0,4,"05",60480
"8313103","06701",10,0,3,"02",21200
"8313211","06704",0,2,1,"  ",0
"8313382","06701",11,0,4,"03",57000
"8313403","06701",0,2,1,"  ",0
"8313503","06703",29,0,6,"02",11900
"8313925","06705",0,2,1,"  ",0
"8314096","06703",16,0,1,"08",55200
"8314644","06705",16,0,2,"02",325000
"8314759","06703",0,2,1,"  ",0
"8314909","06702",19,0,1,"01",12500
"8314955","06705",24,0,7,"09",37000
"8314976","06702",16,0,1,"02",30600
"8315050","06703",19,0,1,"06",28100
"8315094","06705",24,0,3,"09",112000
"8315125","06702",29,0,1,"01",27300
"8315228","06704",19,0,1,"02",20800
"8315299","06704",11,0,3,"02",156500
"8315363","06701",24,0,1,"06",50000
"8315367","06705",21,0,5,"05",56700
"8315406","06705",18,0,3,"02",82120
"8315502","06704",32,0,3,"02",60700
"8315957","06705",16,0,2,"02",39600
"8316002","06701",18,0,2,"05",1e+05
"8316168","06702",13,0,2,"01",27700
"8316223","06702",13,0,2,"02",71900
"8316258","06702",24,0,8,"02",94120
"8316730","06704",11,0,3,"06",45190
"8316870","06702",21,0,2,"02",36000
"8317192","06705",21,0,1,"03",155600
"8317230","06701",0,1,1,"  ",0
"8317249","06703",24,0,1,"05",5700
"8317683","06702",24,0,6,"02",38000
"8317787","06704",0,2,1,"  ",0
"8317829","06703",18,0,2,"02",90500
"8318032","06705",29,0,1,"05",15000
"8318085","06702",21,0,2,"09",43000
"8318200","06704",26,0,3,"02",71700
"8318464","06702",16,0,2,"02",13000
"8318789","06701",26,0,4,"03",28200
"8319227","06703",24,0,3,"07",2030
"8319336","06704",21,0,1,"08",48200
"8319354","06702",13,0,3,"02",36000
"8319738","06701",0,2,1,"  ",0
"8319777","06705",21,0,1,"02",20400
"8319990","06702",21,0,4,"02",118400
"8320078","06701",0,2,1,"  ",0
"8320434","06704",19,0,3,"02",-10000
"8320747","06705",22,0,4,"03",34930
"8320917","06703",13,0,2,"09",197000
"8320979","06701",20,0,0,"06",0
"8321198","06705",16,0,2,"02",296200
"8321481","06701",0,2,1,"  ",0
"8321675","06704",17,0,0,"03",0
"8321795","06704",43,0,2,"02",38100
"8321797","06703",15,0,2,"02",94800
"8321882","06705",29,0,1,"09",32000
"8321902","06701",26,0,1,"06",95000
"8321967","06705",18,0,6,"02",72000
"8322120","06705",18,0,6,"07",46200
"8322263","06705",0,2,1,"  ",0
"8322898","06705",21,0,2,"02",68000
"8322991","06703",18,0,5,"02",41500
"8323047","06705",21,0,2,"03",47800
"8323085","06705",21,0,4,"02",90200
"8323332","06705",24,0,2,"08",375000
"8323453","06704",24,0,2,"06",48100
"8323515","06703",21,0,4,"02",44200
"8323676","06704",26,0,1,"09",42800
"8323727","06703",24,0,1,"02",45000
"8323747","06701",23,0,2,"07",93000
"8323766","06705",24,0,2,"02",14000
"8323769","06703",13,0,3,"02",1e+05
"8324054","06704",21,0,2,"03",57000
"8324208","06705",6,0,0,"10",0
"8324527","06705",24,0,2,"02",68000
"8324548","06704",8,0,7,"02",71560
"8324573","06702",18,0,1,"02",36000
"8324670","06702",21,0,5,"07",0
"8325304","06704",26,0,2,"02",58500
"8325346","06701",0,2,1,"  ",0
"8325465","06701",18,0,6,"05",12600
"8325679","06704",21,0,2,"02",91000
"8325971","06704",21,0,2,"05",13000
"8326067","06705",16,0,2,"02",283100
"8326139","06704",14,0,2,"02",0
"8326140","06703",16,0,2,"02",41020
"8326188","06705",0,2,1,"  ",0
"8326294","06705",26,0,1,"09",45400
"8326369","06705",13,0,2,"03",20700
"8326720","06704",22,0,0,"07",0
"8326969","06705",24,0,3,"03",0
"8327815","06705",12,0,0,"02",0
"8327943","06705",18,0,1,"02",60000
"8328403","06705",18,0,2,"02",134070
"8328560","06705",16,0,3,"02",219200
"8328778","06704",21,0,2,"03",54860
"8328862","06704",29,0,1,"02",180000
"8329007","06705",16,0,3,"02",75000
"8329105","06703",26,0,4,"02",56000
"8329268","06704",16,0,3,"02",119100
"8329333","06702",18,0,5,"03",73700
"8329705","06702",24,0,2,"02",42100
"8329736","06701",16,0,1,"06",14800
"8329765","06701",16,0,4,"02",96400
"8329907","06702",21,0,2,"02",54170
"8329952","06705",16,0,3,"02",157000
"8330094","06701",19,0,1,"02",25200
"8330177","06701",16,0,4,"02",145700
"8330584","06705",27,0,5,"01",11600
"8330585","06703",19,0,2,"02",36800
"8331786","06704",19,0,2,"02",52500
"8331803","06701",21,0,6,"06",21000
"8331961","06703",32,0,2,"04",52000
"8332355","06704",14,0,1,"02",6000
"8332731","06703",24,0,2,"09",26500
"8333013","06701",16,0,1,"02",57000
